Usefulness,Word,Addition,Result
13579,PODSOL,E,POODLES/SPOOLED
13573,RENTED/TENDER/TENDRE,E,ENTERED
13571,ORIGIN,S,ORIGINS
13568,MOSAIC,H,CHAMISO/CHAMOIS
13567,BUSIED,R,BRUISED
13562,DEBATE,L,BELATED/BLEATED
13556,FIERCE,R,FIERCER
13556,LEAFED,R,FEDERAL
13549,COMPEL,I,COMPILE/POLEMIC
13548,BOGIES/GOBIES,O,BOOGIES
13548,PHARES/PHASER/PHRASE/SERAPH/SHAPER,E,RESHAPE
13548,RENTED/TENDER/TENDRE,U,DENTURE/RETUNED/TENURED
13548,TURNED,E,DENTURE/RETUNED/TENURED
13546,FURORE,S,FERROUS/FURORES
13540,DEBASE/SEABED,R,BARDEES/DEBASER/REBASED
13540,ANIMAL/LAMINA,E,LAMINAE
13536,MOPIER,V,IMPROVE
13534,ARMOUR,G,UROGRAM
13534,RELIES/RESILE,A,EARLIES/REALISE
13529,GITANO,R,ORATING
13529,FIENDS,E,DEFINES/INFEEDS
13528,VARIES,N,RAVINES
13526,CETANE/TENACE,S,TENACES
13526,SENITI/TINIES,G,IGNITES
13524,LARNIE/LINEAR/NAILER,X,RELAXIN
13524,MITRED,A,READMIT
13518,INTIMA,U,MINUTIA
13518,LEUCON,T,NOCTULE
13508,COITAL,P,CAPITOL/OPTICAL/TOPICAL
13504,ANIMAS/MANIAS,D,MAIDANS
13502,ONUSES,Y,YOUSENS
13502,REAMED/REMADE,R,DREAMER/REARMED
13500,ABORTS/BROAST/ORBATS/TABORS,U,ROBUSTA/RUBATOS
13500,ALDERS,E,DEALERS/LASERED/LEADERS
13500,DEHORT,E,OTHERED
13500,ELDERS,A,DEALERS/LASERED/LEADERS
13500,PITMEN,U,PINETUM
13498,AETHER/HEATER/HEREAT/REHEAT,I,HEATIER
13494,LEASED/SEALED,T,DELATES
13492,DERIVE/REIVED,G,DIVERGE/GRIEVED
13485,DEEPER/PEERED,T,PETERED
13484,PANADA,S,PANADAS/PASANDA
13484,RODEOS,P,SPOORED
13479,MAILER/MARLIE,S,MAILERS/MARLIES/REALISM
13478,HEROIN,P,PHONIER
13476,DAIMON/DOMAIN,D,DIAMOND
13475,BLAINS,O,ALBINOS
13475,CODDLE,A,CLADODE
13472,OUTSIT,H,OUTHITS
13472,DIAPER/PAIRED/REPAID,P,DAPPIER/PREPAID
13469,LEASED/SEALED,L,ALLSEED
13468,ANNULI/UNNAIL,S,UNNAILS
13466,DEALER/LEADER,N,LEARNED
13463,SPROUT/STUPOR,E,PETROUS/POSTURE/POUTERS/PROTEUS/SPOUTER/TROUPES
13462,PUJARI,S,PUJARIS
13462,INSOLE/LESION,P,EPSILON
13460,ZONULE,S,ZONULES
13460,ANYONE,R,ANNOYER
13458,FODDER/FORDED,I,FOREDID
13456,ARISEN/ARSINE/SARNIE,V,RAVINES
13453,MALATE/TAMALE,P,PALMATE
13451,DECANI,S,CANDIES/DECANIS/INCASED
13450,COLTER/LECTOR,E,ELECTOR/ELECTRO
13450,TERCEL,O,ELECTOR/ELECTRO
13450,URGERS,O,GROUSER
13448,MODULE,V,VOLUMED
13446,THIEVE,S,THIEVES
13446,EROTIC,M,MORTICE
13446,UNSENT,O,NEUSTON
13445,REPOSE,S,REPOSES
13445,MOORED/ROOMED,N,DOORMEN
13440,EATING/TAGINE/TEAING,B,BEATING
13434,CIRRUS,O,CIRROUS
13433,PAREUS,L,PERUSAL
13428,INSULA,H,INHAULS
13426,ARSING/GRAINS/RASING,O,AGRIONS/SOARING
13426,CREAMS/MACERS/SCREAM,A,CAMERAS
13426,GRISON/GROINS/ROSING,A,AGRIONS/SOARING
13426,SPINEL/SPLINE,O,EPSILON
13424,INNIES,O,INOSINE
13423,UNDOES,L,LOUDENS/NODULES
13422,BOATEL/LOBATE/OBLATE,W,TOWABLE
13420,AMULET/MULETA,B,MUTABLE
13420,INVERS/VERSIN,A,RAVINES
13420,VERGED,I,DIVERGE/GRIEVED
13418,NARDOO,G,DRAGOON/GADROON
13418,EAGLED,B,BEAGLED
13416,AVENGE/GENEVA,D,AVENGED
13416,RENTER,E,TERRENE
13412,TIBIAL,Y,ABILITY
13410,PEOPLE,S,PEOPLES
13410,MOTETS/MOTTES/TOTEMS,O,MOOTEST/MOTTOES
13408,HOOPLA,S,HOOPLAS
13406,VIRGAE,S,GRAVIES
13406,HAPTEN,E,HEPTANE
13404,DETOUR/ROUTED/TOURED,W,OUTDREW
13404,REAMED/REMADE,B,BREAMED
13403,POROUS,T,UPROOTS
13402,GRAVES,U,SEVRUGA
13395,DEGREE,N,GREENED/RENEGED
13391,RANEES,K,SNEAKER
13386,BOURSE,G,BROGUES
13386,CEROUS/COURSE/SOURCE,G,SCOURGE
13384,MASSED,A,AMASSED
13380,POINTE,M,PIMENTO
13377,CLUIER,R,CURLIER
13377,FLENSE,I,FELINES
13374,RECOUP,L,COUPLER
13370,VISAGE,R,GRAVIES
13369,ENCASE/SEANCE,S,ENCASES/SEANCES
13362,ENVIES,T,TENSIVE
13361,PULSAR,E,PERUSAL
13358,POTENT,R,PORTENT
13358,CHEAPO,R,POACHER
13354,QUALIE,T,LIQUATE/TEQUILA
13354,OLLIES,P,POLLIES
13352,WESTIE,D,DEWIEST
13350,AIDING,U,IGUANID
13348,HOOTER,B,THEORBO
13346,ENROLS/LONERS,M,MERLONS
13345,GODWIT,N,DOWTING
13330,LIMINA,T,INTIMAL
13328,EASERS/ERASES/SAREES,P,ASPERSE/PARESES/SERAPES
13328,CAPLET/PLACET,I,PLICATE
13328,CASTLE/CLEATS,E,CELESTA/SELECTA
13322,BOILER/LIBERO,M,EMBROIL
13316,IRISES,S,SISSIER
13315,AWHILE,S,SHAWLIE
13311,PUNCTA,E,PUNCTAE
13304,DARNEL/LANDER/LARNED,E,LEARNED
13304,EDICTS,U,SIDECUT
13304,LENDER,A,LEARNED
13304,LIMBER,O,EMBROIL
13300,BOOPED,L,BLOOPED
13296,FASTIE/FIESTA,L,FAILTES/SEALIFT
13296,WIENIE,S,WIENIES
13292,EGRESS,A,GREASES
13292,PIECER/PIERCE/RECIPE,T,RECEIPT
13291,UPCASE,T,CUSPATE/TEACUPS
13286,DEFACE,R,DEFACER/REDFACE/REFACED
13285,SIGRIS,N,RISINGS
13284,FEUDAL,T,DEFAULT/FAULTED
13284,DEMENT,I,DEMENTI
13279,PINONS,E,PENSION
13279,TONSIL,O,LOTIONS/SOLITON
13278,REWIRE,A,WEARIER
13273,SANDAL,U,LANDAUS
13272,UNMOOR,G,GUNROOM
13271,MODDER,I,DERMOID
13268,TEETHE,D,TEETHED
13267,CAPING/PACING,E,PEACING
13266,ROUSES/SEROUS,M,MOUSERS
13260,AESTEL/ELATES/STELAE/TEASEL,D,DELATES
13259,FASHED,E,SHEAFED
13255,LOOPED/POODLE/POOLED,S,POODLES/SPOOLED
13254,ANGLED/DANGLE,U,LANGUED
13254,BRIDES/DEBRIS/REBIDS,I,BIRDIES/BRIDIES
13254,GULDEN/LUNGED,A,LANGUED
13253,LUMPED/PLUMED,E,DEPLUME
13251,PHONES,I,PHONIES
13250,OSMOSE,D,OSMOSED
13246,BOURGS,I,BROIGUS
13244,EATING/TAGINE/TEAING,Z,TZIGANE
13240,DIPOLE,M,IMPLODE
13238,HUMERI,S,MUSHIER
13238,GLUIER/REGULI/UGLIER,F,FUGLIER
13238,IGNITE,S,IGNITES
13238,MORELS/MORSEL,N,MERLONS
13235,ASCEND/DANCES/DECANS,I,CANDIES/DECANIS/INCASED
13234,AULDER,R,RUDERAL
13226,APICES,R,SCRAPIE/SPACIER
13226,RIBAND,U,UNBRAID
13221,SAVATE,L,VALETAS
13220,SPEEDS,O,DEPOSES/SPEEDOS
13216,FORGET,U,FOREGUT
13213,UNARMS,I,SURAMIN
13209,EMAILS/MESIAL,R,MAILERS/MARLIES/REALISM
13206,WEENIE,R,WEENIER
13206,LOOPED/POODLE/POOLED,T,POOTLED
13206,CENTOS/CONTES,E,CENOTES
13202,FETING,I,TIEFING
13200,RESTIO/SORTIE/TRIOSE,T,TORTIES
13196,SIDDUR,E,RUDDIES
13190,OUTEST/OUTSET,S,OUTSETS
13190,HERETO/HETERO,W,WHERETO
13188,BINATE,G,BEATING
13181,PEARLS,U,PERUSAL
13181,PULSER,A,PERUSAL
13180,OUGIYA,S,OUGIYAS
13180,TOTALS,O,SALOTTO
13179,GAMIER/IMAGER/MAIGRE/MIRAGE,R,ARMIGER
13178,DAHLIA,S,DAHLIAS
13174,ABOARD/ABROAD,V,BRAVADO
13172,PARMOS,A,PARAMOS
13170,WEIRDO,O,WOODIER
13168,ANELED/LEADEN/LEANED,B,ENABLED
13168,THROVE,I,OVERHIT
13168,SURGES,E,GUESSER
13166,ENNEAD,H,HENNAED
13165,PULSAR,A,LUPARAS
13164,BESTED,A,BEASTED/DEBATES
13164,THAWED,O,TOWHEAD
13159,HEAPED,C,PEACHED
13156,INSPOS,A,PASSION
13154,OXTAIL,F,FOXTAIL
13154,IONISE,C,ICONISE
13154,BOUNDS,A,ABOUNDS
13152,MINCED,O,DEMONIC
13148,SAVATE,C,CAVEATS/VACATES
13148,ENCASE/SEANCE,T,TENACES
13147,NOOKIE,R,ROOINEK
13147,TILTED/TITLED,S,SLITTED/STILTED
13146,MOANER/MORENA,H,MENORAH
13134,TABUED,T,ABUTTED
13133,COSIER,P,COPIERS
13132,SLOOTS/STOOLS,I,SOLOIST
13132,DREAMS,E,SMEARED
13132,FLAMER,O,FEMORAL
13132,FORMAL,E,FEMORAL
13126,INCOME,R,INCOMER
13120,MOTION,L,MOONLIT
13119,SHARIA,T,SHARIAT
13114,ENCORE,Z,COZENER
13108,ANKLET,E,KANTELE
13108,BELTED,E,BEETLED
13106,MODULE,D,MOULDED
13100,SMOOGE,S,SMOOGES
13095,BOWIES/BOWSIE,S,BOWSIES
13094,BIOMES,M,BOMMIES
13093,AGUISH,V,VAGUISH
13090,ADORED/DEODAR,B,BOARDED/DEBOARD/ROADBED
13088,GULDER,I,GUILDER
13084,CEMENT,I,CENTIME
13083,ARIELS/SAILER/SERIAL,M,MAILERS/MARLIES/REALISM
13083,LAMERS/REALMS,I,MAILERS/MARLIES/REALISM
13083,MILERS/SMILER,A,MAILERS/MARLIES/REALISM
13075,DEFUSE,S,DEFUSES
13072,UMPIES,T,IMPETUS/IMPUTES
13062,ILLUME,O,MOUILLE
13058,BOLTER,O,BLOOTER
13058,SERMON,L,MERLONS
13058,SIESTA/TASSIE,F,FASTIES/FIESTAS
13056,ALERCE/CEREAL,P,PERCALE/REPLACE
13055,GALEAE,K,LEAKAGE
13052,DEARER/READER/REARED/REREAD,M,DREAMER/REARMED
13050,DIRAMS/DISARM,A,ARAMIDS
13048,BROILS,A,BAILORS
13045,PARAMO,H,AMPHORA
13034,RESOLE,V,RESOLVE
13034,INTONE,M,MENTION
13034,RISERS,A,ARRISES/RAISERS/SIERRAS
13034,KARATS,O,OSTRAKA
13034,PALEST/PASTEL/PETALS/PLATES/PLEATS/SEPTAL/STAPLE/TEPALS,A,PALATES
13034,POKERS,A,PRESOAK
13034,PRIVET,O,OVERTIP
13032,PUTTED,I,PUTTIED
13027,AMNIOS,G,AGONISM
13026,DANAID,C,CANDIDA
13023,LIEDER/RELIED,F,DEFILER/FIELDER
13022,AGNISE/EASING,C,CEASING
13020,BURIAL,F,FIBULAR
13016,SAPPED,O,APPOSED
13014,PALAIS,A,APLASIA
13013,REAPED,S,SPEARED
13010,AMENTS/STAMEN,E,MEANEST
13008,COINED,M,DEMONIC
13006,THRIVE,O,OVERHIT
12996,TITTER,A,TATTIER/TITRATE
12985,FATTED,S,DAFTEST
12985,REVOLT,A,LEVATOR
12985,SLOPED,O,POODLES/SPOOLED
12985,TALLER,A,LATERAL
12985,TRAVEL/VARLET,O,LEVATOR
12982,TARAMA,U,TAMARAU
12982,LARDER,U,RUDERAL
12978,COUTAS,T,OUTACTS/OUTCAST
12978,BALEEN/ENABLE,R,ENABLER
12977,VIREOS,I,IVORIES
12974,ANLAGE/GALENA/LAGENA,S,LASAGNE
12970,CAREEN,T,CRENATE
12968,IGNITE,F,TIEFING
12965,MONIAL/OILMAN,D,MONDIAL
12960,GENETS/GENSET/GENTES/TENGES,P,PENGEST
12960,METRIC,O,MORTICE
12956,CITIES/ICIEST,N,INCITES
12956,UNROOF,S,SUNROOF/UNROOFS
12955,NAVAID,S,NAVAIDS
12952,NUTMEG,A,AUGMENT/MUTAGEN
12952,PENGOS/SPONGE,I,PIGEONS
12951,ASHORE/HOARSE,X,HOAXERS
12946,REMUDA,N,DURAMEN/MANURED/MAUNDER/UNARMED
12944,INURED/RUINED,F,UNFIRED
12940,PACIER,L,CALIPER/REPLICA
12940,COILED/COLDIE/DOCILE,S,COLDIES
12936,AMNION,L,NOMINAL
12936,TIDIER,D,DIRTIED
12936,DESERT/DETERS/RESTED,O,OERSTED/TEREDOS
12936,DOTERS/SORTED/STORED/STRODE,E,OERSTED/TEREDOS
12936,SPINEL/SPLINE,I,SPLENII
12932,HOOTER,S,HOOTERS/RESHOOT/SHOOTER/SOOTHER
12932,LENITE,V,VEINLET
12932,BEZOAR,S,BEZOARS
12932,POURER,G,GROUPER/REGROUP
12928,OPTANT,S,OPTANTS
12925,FIRIES,E,REIFIES
12922,TRITER,U,RUTTIER
12920,OBOIST,N,BONITOS
12918,ENCORE,F,ENFORCE
12917,UNCOIL,T,LINOCUT
12916,ADMASS,E,AMASSED
12914,RABATO/ROBATA,G,BORGATA
12912,OTTERS/TORTES/TOTERS,I,TORTIES
12912,SITTER/TETRIS/TITRES,O,TORTIES
12909,SEVENS,A,AVENSES
12906,ORGIES,N,IGNORES/REGIONS
12906,CADDIE,U,DECIDUA
12906,BOODIE/DOOBIE,S,BOODIES/DOOBIES
12906,USAGES,D,DEGAUSS
12906,BARONS,A,RABONAS
12903,LAUDED,T,ADULTED
12896,FLEECE,D,FLEECED
12894,HAUTER,U,HAUTEUR
12894,POTMEN/TOPMEN,I,PIMENTO
12887,ERUPTS/PUREST/PUTERS,O,PETROUS/POSTURE/POUTERS/PROTEUS/SPOUTER/TROUPES
12887,ESPORT/POSTER/PRESTO/REPOST/REPOTS/TOPERS/TROPES,U,PETROUS/POSTURE/POUTERS/PROTEUS/SPOUTER/TROUPES
12887,MODERN/NORMED,O,DOORMEN
12885,MAENAD,S,MAENADS
12884,ENAMEL/MELENA,V,VELAMEN
12883,ENCODE,R,ENCODER/ENCORED
12882,BAGNIO/GABION,T,BOATING
12882,PHENOM,E,PHONEME
12882,PHOBES,E,PHOEBES
12874,PILFER,O,PROFILE
12866,PACIER,S,SCRAPIE/SPACIER
12852,MESIAS,L,AIMLESS/SEISMAL
12846,PEOPLE,D,PEOPLED
12846,TANSAD,S,TANSADS
12846,EMESIS,T,TIMESES
12842,TIRADE/TRADIE,Y,DIETARY
12841,PUCEST,A,CUSPATE/TEACUPS
12840,URACIL,C,CRUCIAL
12840,UNNIES,D,DUNNIES/UNDINES
12836,SOMITE,F,FOMITES
12831,UNMOOR,S,SUNROOM/UNMOORS
12830,COPULA/COUPLA/CUPOLA,S,COPULAS/CUPOLAS/SCOPULA
12830,AGNIZE,T,TZIGANE
12828,COOPER,S,COOPERS/SCOOPER
12828,FLOURS,E,FOULERS/OURSELF
12818,DEGAGE,S,DEGAGES
12802,GROOMS,E,SMOOGER
12796,GLUMES,E,LEGUMES
12788,PAELLA,S,PAELLAS
12782,NOTION,S,NOTIONS
12779,MOANER/MORENA,D,MADRONE/ROADMEN
12776,CUEIST/CUTIES,T,CUTTIES
12770,SITING,E,IGNITES
12769,MONIAL/OILMAN,G,MILONGA
12766,SELFIE,R,RELIEFS
12766,ESCAPE/PEACES,S,ESCAPES
12764,CLONES,E,ENCLOSE
12764,GILDER/GIRDLE/GLIDER/REGILD,U,GUILDER
12764,LEFTER/REFLET,E,FLEETER
12764,SOPPED,A,APPOSED
12764,WESTER,E,SWEETER
12763,ENDUES/ENSUED,R,ENDURES/ENSURED
12762,BEACON,W,COWBANE
12762,CHAISE,M,CHAMISE
12762,LUCENT,O,NOCTULE
12760,CAREER,P,CAPERER
12758,LEASED/SEALED,H,LEASHED
12757,EAGLES,V,SELVAGE
12756,BOURGS,E,BROGUES
12755,AGRION/OARING,T,ORATING
12754,TAIKOS,P,KATIPOS
12752,CORONA/RACOON,S,CORONAS/RACOONS
12752,LITIES,R,SILTIER
12750,OUSTER/OUTERS/ROUTES/RUOTES/SOUTER,J,JOUSTER
12749,CAREEN,V,CERVENA
12748,DENIES/DIENES,D,NEDDIES
12744,OLEFIN,B,LOBEFIN
12743,FOULER,D,FLOURED
12742,QUINOL,R,RONQUIL
12740,CAJOLE,D,CAJOLED
12739,EXIEST,N,SIXTEEN
12737,NATURE,H,HAUNTER/UNEARTH
12735,PITIES,M,PIETISM
12734,ANODAL,M,MANDOLA
12730,FIANCE,D,FANCIED
12720,DECAFS,A,FACADES
12719,VARIES,O,OVARIES
12718,SERAPE,R,REAPERS
12716,GASSER/SARGES,E,GREASES
12716,INGEST/SIGNET/STINGE/TINGES,I,IGNITES
12716,TRICEP,E,RECEIPT
12711,SEJANT,I,TAJINES
12709,VIRTUE,L,RIVULET
12706,NARROW,S,NARROWS
12699,RELIEF,D,DEFILER/FIELDER
12698,LICTOR,I,CORTILI
12697,CITIED,E,EIDETIC
12694,DETOUR/ROUTED/TOURED,C,COURTED
12692,LOUPES,B,PUEBLOS
12688,COMBES,E,BECOMES
12685,GITANA,C,AGNATIC
12683,ENEMAS/SEAMEN,B,BASEMEN
12683,VIREOS,A,OVARIES
12681,NESTLE,I,LENITES/LISENTE/TENSILE
12680,INDITE,G,DIETING/EDITING/IGNITED
12672,AGREED/DRAGEE/GEARED,B,REBADGE
12666,GREBOS,U,BROGUES
12665,BEAMER,S,BEAMERS/BESMEAR
12664,FIDGET/GIFTED,Y,FIDGETY
12660,LOOSEN,C,COLONES/CONSOLE
12660,LUSHER,A,HAULERS
12658,VARROA,S,VARROAS
12658,AMAROS/AROMAS,C,SARCOMA
12658,EDDIES,N,NEDDIES
12656,ATOPIC/COPITA,N,CAPTION
12649,MANGOS/NGOMAS,I,AGONISM
12648,SMRITI,E,MISTIER/RIMIEST
12644,VIOLIN,E,OLIVINE
12642,EDITOR/RIOTED/TRIODE,C,CORDITE
12642,CALMER/MARCEL,E,RECLAME
12642,DENTIL,U,DILUENT
12638,DARTED/TRADED,E,DERATED/TREADED
12636,OCTANE,J,JACONET
12636,WAIATA,S,WAIATAS
12629,SANDOS,M,DAMSONS
12628,VALUTA,E,VALUATE
12626,HEALER,S,HEALERS
12624,ENTICE,D,ENTICED
12620,REAMED/REMADE,D,DREAMED
12618,NAPPES,I,NAPPIES/PINESAP
12618,CAMPER,O,COMPARE
12618,COMPER,A,COMPARE
12618,GEVALT,O,VOLTAGE
12616,UNDONE,T,UNNOTED/UNTONED
12616,FERIAS/FRAISE,C,FIACRES/SCARFIE
12614,BOATEL/LOBATE/OBLATE,S,BOATELS/OBLATES
12613,CREASE,P,CAPRESE/ESCAPER/PERCASE
12612,SOFTIE,X,FOXIEST
12610,LOUDEN/NODULE,V,UNLOVED
12606,AVATAR,S,AVATARS
12606,CREDIT/DIRECT,O,CORDITE
12605,CUEIST/CUTIES,S,CUEISTS/ICTUSES
12604,SOCIAL,T,STOICAL
12603,TEACUP,J,CAJEPUT
12598,CARIES/ERICAS,F,FIACRES/SCARFIE
12593,COPERS/CORPSE,I,COPIERS
12593,CRIPES/PRECIS/PRICES,O,COPIERS
12593,GRATIN/RATING,O,ORATING
12593,POSIER,C,COPIERS
12593,TRIGON,A,ORATING
12590,REVOTE/VETOER,S,OVERSET/REVOTES/VETOERS
12585,ENCASE/SEANCE,R,CAREENS/CASERNE
12584,FUNDER/REFUND,I,UNFIRED
12584,BOSTIN,A,BASTION/OBTAINS
12582,FAINNE,G,FENINGA
12582,AFTEST,I,FATTIES
12580,TURRET,I,RUTTIER
12578,ELIXIR,S,ELIXIRS
12576,RENDER,U,ENDURER
12575,POSITS/PTOSIS,U,PISTOUS
12572,COTISE,S,COSIEST/COTISES
12568,BLADES,O,ALBEDOS
12568,PARTER/PRATER/RAPTER,U,RAPTURE
12567,DATIVE,N,DEVIANT
12566,UNAWED,G,UNWAGED
12560,CURATE,N,CENTAUR/UNCRATE
12558,SHOOED,T,SOOTHED
12555,SIRREE,B,BERRIES
12550,SEAMAN,B,BASEMAN
12550,TUYERE,S,TUYERES
12550,SAITHE,Z,HAZIEST
12549,ELFINS,E,FELINES
12547,SPUMED,E,DUMPEES
12546,BONITO,A,BONIATO
12544,REFINE,S,REFINES
12542,FUTILE,S,SULFITE
12542,HEALED,S,LEASHED
12541,SATIVA,M,ATAVISM
12539,TAXIED,F,FIXATED
12534,STOTIN/TINTOS,E,TIENTOS/TONIEST
12533,TEETHE,S,TEETHES
12531,SURGES,I,GUISERS
12530,FINDER/FRIEND,U,UNFIRED
12528,EIDENT/ENDITE,M,DEMENTI
12526,ECORAT/RECOAT,R,CREATOR/REACTOR
12520,ROUGET,H,TOUGHER
12516,KELOID,G,DOGLIKE/GODLIKE
12516,EROTIC,D,CORDITE
12515,ASSAIL,M,SALAMIS
12513,OCTANE,V,CENTAVO
12513,ISSUER,G,GUISERS
12508,ITALIC,S,ITALICS
12508,HUNGER/REHUNG,O,ROUGHEN
12496,INTONE,R,INTONER/NOINTER
12496,WEENIE,S,WEENIES
12496,CATSUP/UPCAST,O,UPCOAST
12495,INVADE,T,DEVIANT
12495,SEITAN/TISANE,J,TAJINES
12495,SIPHON,E,PHONIES
12492,MISSAL/SALMIS,E,AIMLESS/SEISMAL
12484,ARTIER,P,PARTIER
12476,ZEUGMA,S,ZEUGMAS
12474,EMAILS/MESIAL,S,AIMLESS/SEISMAL
12470,CANTER/CARNET/CENTRA/NECTAR/RECANT/TRANCE,U,CENTAUR/UNCRATE
12465,SEROSA,K,SOAKERS
12462,DEBASE/SEABED,H,BEHEADS
12460,MANAGE,L,GAMELAN
12460,MANAGE,S,MANAGES
12458,GAINED,Z,AGNIZED
12458,BATONS,I,BASTION/OBTAINS
12454,INFANT,E,INFANTE
12448,RUNNER,I,RUNNIER
12447,DEFIER/REFIED,L,DEFILER/FIELDER
12446,KRAITS/TRAIKS,O,TROIKAS
12446,LISTER/LITRES/RELIST/TILERS,I,SILTIER
12444,SEPIAS,M,IMPASSE
12444,STATUS/SUTTAS,I,AUTISTS
12442,UNLESS,O,ENSOULS
12439,CANOER/CORNEA,S,CANOERS/COARSEN/CORNEAS
12438,HOSIER,E,HEROISE
12434,PASTIE/PIETAS,L,PLATIES/TALIPES
12430,RODEOS,M,SMOORED
12428,ECORAT/RECOAT,D,CORDATE/REDCOAT
12426,SENNET,I,INTENSE/TENNIES
12426,EVENTS,I,TENSIVE
12424,HEROIN,S,INSHORE/SHORNIE
12424,DENIED/INDEED,S,NEDDIES
12422,IRONIC,D,CRINOID
12418,URETER,F,REFUTER
12418,OUTSIT,W,OUTWITS
12416,SCORIA,B,CABRIOS
12413,PUPATE,D,PUPATED
12412,TITTIE,S,TITTIES
12410,CASINO,T,ACTIONS/CATIONS
12410,COSETS/COSSET,I,COSIEST/COTISES
12410,CASING,E,CEASING
12409,GUSHED,O,SOUGHED
12404,REFACE,D,DEFACER/REDFACE/REFACED
12398,DUNITE/UNITED/UNTIED,R,INTRUDE/UNTRIED
12397,CAPERS/CRAPES/ESCARP/PACERS/PARSEC/RECAPS/SCRAPE/SPACER,E,CAPRESE/ESCAPER/PERCASE
12397,CREEPS/CREPES,A,CAPRESE/ESCAPER/PERCASE
12397,GAMINS,O,AGONISM
12397,PAINTS/PANSIT/PINTAS,D,PANDITS/SANDPIT
12396,CEASED,N,ENCASED
12391,LOUVAR/OVULAR/VALOUR,S,LOUVARS
12391,CADDIE,N,CANDIED
12390,EAGLES,L,ALLEGES
12388,ATAMAN,R,MARANTA
12387,RELEVE,T,LEVERET
12386,WEIRDO,C,CROWDIE
12379,SEAMAN,P,SPAEMAN
12379,EQUINE,T,QUIETEN
12379,EPATER/REPEAT,S,REPEATS
12376,NEATER,C,CRENATE
12376,CASSIA,T,CASITAS
12375,LARGER,A,REALGAR
12372,HALERS/LASHER,U,HAULERS
12372,INVEST/VENTIS,E,TENSIVE
12366,SERUMS,O,MOUSERS
12364,SEESAW,S,SEESAWS
12354,YAUPON,S,YAUPONS
12350,APPOSE,S,APPOSES
12350,KETONE,B,BETOKEN
12350,VOLUME,D,VOLUMED
12348,AISLES/LASSIE,M,AIMLESS/SEISMAL
12348,MATIES/SAMITE,H,ATHEISM
12348,SLIMES/SMILES,A,AIMLESS/SEISMAL
12348,SMORES,U,MOUSERS
12348,THEISM,A,ATHEISM
12347,WESTIE,P,PEEWITS
12345,CERIUM,N,NUMERIC
12344,UNLIKE,A,UNALIKE
12340,ENISLE/ENSILE/SENILE,D,ENISLED/ENSILED/LINSEED
12338,FIGURE,L,FUGLIER
12336,DEBATE,R,BERATED/DEBATER/REBATED
12336,INDUCT,O,CONDUIT/NOCTUID
12334,JALEOS,C,CAJOLES
12334,DOUCER,T,COURTED
12328,OUSTED,H,SHOUTED/SOUTHED
12326,ESPIAL/LIPASE/PILEAS,T,PLATIES/TALIPES
12326,AIRMEN/MARINE/REMAIN,W,WIREMAN
12324,BATING,E,BEATING
12324,POLERS/PROLES,O,LOOPERS/POOLERS
12324,POROSE,L,LOOPERS/POOLERS
12323,LATENT/LATTEN/TALENT,F,FLATTEN
12322,PEPITA,S,PEPITAS
12320,ESPIES,D,DESPISE
12314,ACINUS,G,CAUSING/SAUCING
12312,FLOTEL,A,FLOATEL
12308,HERETO/HETERO,T,THERETO
12307,HODDIE,S,HODDIES
12306,TODIES,Z,DOZIEST
12304,OUTHIT,W,OUTWITH/WITHOUT
12302,SERAPE,S,ASPERSE/PARESES/SERAPES
12299,CADRES/CEDARS/SACRED/SCARED,A,ARCADES
12299,ESTOPS/POSSET/STOEPS/STOPES,E,POETESS
12299,STEEPS,O,POETESS
12299,VENTER,U,VENTURE
12298,UPROAR,K,PARKOUR
12298,ASIDES/DAISES/DASSIE,S,DASSIES
12296,TARZEE,P,TRAPEZE
12290,INWALE,G,WEALING
12290,ROUSER/SOURER,S,ROUSERS
12288,FIBULA,E,FIBULAE
12286,PARRIE/RAPIER/REPAIR,T,PARTIER
12285,BURIED,L,BUILDER/REBUILD
12283,SALLET,E,LEALEST
12280,HAILED/HALIDE,N,INHALED
12274,RIGIDS,N,RIDINGS
12274,REFUTE,R,REFUTER
12274,FACERS/FARCES,A,CARAFES
12274,PLAINT/PLIANT,I,PINTAIL
12272,UNDOES,P,UNPOSED
12269,VOLUTE,E,EVOLUTE/VELOUTE
12268,TIKIAS,E,KEITAIS
12268,RUNNEL,A,UNLEARN
12268,RHOTIC,A,CHARIOT/HARICOT
12268,PIRATE/PRATIE,R,PARTIER
12267,ALTARS/ASTRAL/TARSAL,U,AUSTRAL
12266,MEETUP,S,MEETUPS
12264,CHAPOS,E,CHEAPOS/POACHES/SHOEPAC
12264,INDUES/NUDIES/UNDIES,N,DUNNIES/UNDINES
12263,PASTIE/PIETAS,C,ASEPTIC/PACIEST/SPICATE
12258,SOLARS,E,LASSOER/OARLESS/SALSERO/SEROSAL/SOLERAS
12258,COVETS,A,AVOCETS/OCTAVES
12256,TARATA,U,TUATARA
12252,TUNNEL,A,ANNULET
12250,INTONE,D,INTONED
12250,DIMPLE/LIMPED,O,IMPLODE
12250,PARTER/PRATER/RAPTER,I,PARTIER
12247,NOOSES,L,LOOSENS
12247,CAROLS/CORALS,I,LORICAS
12246,RENEGE,R,GREENER/RENEGER
12244,PELMET/TEMPLE,S,PELMETS/STEMPLE/TEMPLES
12243,FURCAE,N,FURNACE
