Usefulness,Word,Addition,Result
3970,BAILA/LABIA,E,ABELIA
3969,SUTTA,E,ASTUTE/STATUE
3962,PAYOR,D,PARODY
3960,CARER/RACER,E,CAREER
3960,CHAPE/CHEAP/PEACH,A,APACHE
3960,FUNDS,A,FUNDAS
3960,GRAVE,I,VIRGAE
3960,LENIS/LIENS/LINES,E,ENISLE/ENSILE/SENILE
3957,CAGEY,L,LEGACY
3956,CAMAS,W,MACAWS
3954,ALATE,C,ACETAL
3950,MOPED,W,WOMPED
3948,ORPIN/PORIN/PRION,E,ORPINE
3946,GUEST/TEGUS,D,DEGUST/GUSTED
3945,WOOER,F,WOOFER
3945,COZES,O,COOZES
3945,ULTRA,W,TULWAR
3942,REMAP,H,HAMPER
3936,DECAD,U,ADDUCE
3931,GUESS,A,USAGES
3928,BRUIN/BURIN,S,BRUINS/BURINS
3927,SOOTY,N,SNOOTY/TOYONS
3926,STOAT/TOAST,Y,TOASTY
3924,RODEO,D,DOORED
3924,APERY/PAYER/RAPEY/REPAY,G,GRAPEY
3924,ARGON/GROAN/ORANG/ORGAN,R,GARRON
3924,BITER/TRIBE,M,TIMBER/TIMBRE
3924,GAPER/GRAPE/PAGER/PARGE,Y,GRAPEY
3924,GAYER,P,GRAPEY
3924,GRAPY,E,GRAPEY
3924,MBIRA,G,BIGRAM
3924,NEEPS/PEENS/PENES,L,SPLEEN
3924,PEELS/PELES/SLEEP,N,SPLEEN
3920,COOPS/SCOOP,S,SCOOPS
3919,ALGAE/GALEA,N,ANLAGE/GALENA/LAGENA
3918,DOUTS,B,DOUBTS
3916,TRUMP,O,RUMPOT
3906,THUJA,S,THUJAS
3906,GASES/SAGES,U,USAGES
3901,FESSE,S,FESSES
3900,ALECS/LACES/SCALE,O,SOLACE
3895,AMOLE/MALEO,R,MORALE
3895,FAIRY,G,FIGARY
3892,TAXES,P,EXPATS
3888,ALCOS/COALS/COLAS,E,SOLACE
3888,CLOSE/COLES/SOCLE,A,SOLACE
3888,ENDED,E,NEEDED
3888,MOWED,P,WOMPED
3886,COTTA,N,OCTANT
3884,CEIBA,B,CABBIE
3882,FOOTS,Y,FOOTSY
3877,AMPED,P,MAPPED
3875,OGLER,D,GOLDER/LODGER
3872,GULAL,I,LIGULA
3871,WADAS,R,AWARDS
3870,BASIC,U,SABICU
3870,HALER,E,HEALER
3870,MORNS/NORMS,U,MOURNS
3870,PAREN,Z,PANZER
3870,SCUBA/UBACS,I,SABICU
3870,SINCE,E,NIECES
3870,TRAWL,U,TULWAR
3869,OKIES,P,POKIES
3867,TITHE,R,HITTER
3866,SCAUP,S,SCAUPS
3863,IMBOS,C,COMBIS
3862,CHOAD,B,BODACH
3862,CRIER/RICER,G,GRICER
3859,HAILS/HILSA,E,SHEILA
3859,HALES/HEALS/LEASH/SELAH/SHALE,I,SHEILA
3854,MOPES/POEMS/POMES,Y,MYOPES
3854,SKUAS,E,UKASES
3854,VISTA/VITAS,A,SATIVA
3852,STOGY,U,GUYOTS
3852,STONY,O,SNOOTY/TOYONS
3851,BOOPS,L,BLOOPS
3851,QUIPU,S,QUIPUS
3851,REVUE,P,PREVUE
3848,EXONS,T,SEXTON
3848,RIELS/RILES,E,RELIES/RESILE
3844,ICING,O,CONGII
3842,JURAT,S,JURATS
3841,CAROL/CORAL,U,OCULAR/RUCOLA
3841,DORSA/ROADS/SAROD,B,ADORBS/ADSORB/BOARDS/BROADS/DOBRAS
3840,ELECT,S,ELECTS/SELECT
3836,COVEN,I,COVINE/NOVICE
3836,COVIN,E,COVINE/NOVICE
3834,APPRO,T,APPORT
3834,OUNCE,L,LEUCON
3834,GLOAT,V,GATVOL
3834,AISLE,H,SHEILA
3834,GADGE/GAGED,T,GADGET/TAGGED
3834,METOL/MOTEL,T,MOTTLE
3834,SELLA,E,ALLEES/SALLEE/SELLAE
3832,FLOOR,M,FORMOL
3832,ULAMA,R,ALARUM
3829,ERECT/TERCE,A,CREATE/ECARTE
3828,AFRIT/FRITA/IFTAR/TRAIF/TRIFA,K,TAKFIR
3827,PICHI,T,PITCHI
3826,ANISE,S,ANISES/SANIES/SANSEI/SASINE
3825,AVAST,T,SATTVA
3823,MONEY,P,EPONYM
3821,CARGO,N,GARCON
3821,NANTO,C,CANNOT/CANTON
3820,PASTA/TAPAS,S,PASTAS
3818,TULIP,P,PULPIT
3817,BEGOB,T,GOBBET
3816,AKSES/SAKES,U,UKASES
3816,BARDS/BRADS/DRABS,O,ADORBS/ADSORB/BOARDS/BROADS/DOBRAS
3816,BATIK/KITAB,G,KITBAG
3816,BOARS/BORAS,D,ADORBS/ADSORB/BOARDS/BROADS/DOBRAS
3816,CHARR,O,CHARRO
3816,DEIST/DIETS/EDITS/SITED/STIED/TIDES,U,DUTIES/SUITED
3816,DUETS,I,DUTIES/SUITED
3816,HAIRS,R,SIRRAH
3816,ORACH/ROACH,R,CHARRO
3816,PERVE,E,PEEVER
3816,SHIRR,A,SIRRAH
3816,TROMP,U,RUMPOT
3814,LOUPE,C,COUPLE
3814,BAZOO,S,BAZOOS
3814,CACTI,O,OCICAT
3814,GENII,P,PIEING
3811,PAISE/SEPIA,R,ASPIRE/PRAISE/SPIREA
3810,INNIE,T,INTEIN/TINNIE
3810,URGER,T,GURTER
3810,HALLO/HOLLA,O,HALLOO
3808,AURAL,M,ALARUM
3806,REJIG,S,REJIGS
3806,SHOVE,O,HOOVES
3806,TOTES,C,OCTETS
3802,ATTIC/TACIT,S,ATTICS/STATIC
3801,TRIER,M,TRIMER
3800,OSMIC,B,COMBIS
3798,ALBUM,O,MOBULA
3798,LEERS/REELS,I,RELIES/RESILE
3798,NOTES/ONSET/SETON/STENO/STONE/TONES,X,SEXTON
3798,SIREE,L,RELIES/RESILE
3794,ETUIS/SUITE,Q,QUIETS
3793,HEDGE,R,HEDGER
3792,PAXES,T,EXPATS
3790,CAROB/COBRA,I,CABRIO
3788,BLOOP,S,BLOOPS
3782,BEDIM/IMBED,S,BEDIMS/IMBEDS
3782,SUTRA,X,SURTAX
3780,ABATE,L,ABLATE
3780,PASTE/PATES/PEATS/SEPTA/SPATE/TAPES,X,EXPATS
3780,TRAWL,A,TALWAR
3778,JEMBE,S,JEMBES
3778,EAGLE,T,EAGLET/LEGATE
3776,BEISA,D,ABIDES/BIASED
3774,QUIET/QUITE,Y,EQUITY
3770,SQUAB,E,BASQUE
3768,WIRRA,E,WARIER
3768,WOMAN,C,COWMAN
3766,ROOFS,P,PROOFS
3765,BORIC/CRIBO,A,CABRIO
3765,MOORS/ROOMS/SMOOR,D,DROMOS
3760,EQUES/SQUEE,D,SQUEED
3759,SLUIT/TULSI,T,LUTIST
3758,VOLAR,T,VORTAL
3758,ADMAN/DAMNA,P,MANDAP
3756,ARGAN/GRANA/NAGAR/RANGA,F,FARANG
3756,DEMAT/MATED/TAMED,S,MASTED
3755,PHOTO,T,HOTPOT
3754,AIYAH,L,ALIYAH
3751,SENNA,S,SENNAS
3750,GOATS/TOGAS,N,TANGOS/TONGAS
3750,GOATS/TOGAS,R,ARGOTS/GATORS/GROATS
3748,SURRA,B,BURSAR
3747,SOLEI,M,MOLIES
3746,CURIE,Q,CIRQUE
3746,BEERY,O,OBEYER
3744,EAVES,H,HEAVES/HEVEAS/SHEAVE
3744,CANES/SCENA,I,CASEIN/INCASE
3744,DAMES/MEADS,T,MASTED
3744,DATES/SATED/STEAD/TASED,M,MASTED
3744,ENDED,A,DEADEN
3744,INCAS,E,CASEIN/INCASE
3744,KEPIS/PIKES/SPIKE,O,POKIES
3744,MAKAN/NAMAK,E,MAKNAE
3744,MATES/MEATS/METAS/STEAM/TAMES/TEAMS,D,MASTED
3744,POKES/SPOKE,I,POKIES
3744,SINCE,A,CASEIN/INCASE
3732,GOURD,N,GROUND
3732,SILOS/SOILS,F,FOSSIL
3729,QUEUE,D,QUEUED
3729,DERRO/ORDER,M,DORMER
3728,AGREE/EAGER/EAGRE,B,BAREGE/BARGEE
3728,DELED,A,LEADED
3726,PITOT,S,PITOTS
3726,AMNIA/ANIMA/MANIA,H,HANAMI
3726,PERVE,U,PREVUE
3726,SENSA,N,SENNAS
3725,DHOTI,S,DHOTIS/DOTISH
3724,CACAO,L,CLOACA
3724,LOOSE/OLEOS,I,LOOIES/LOOSIE
3724,NISEI,S,NISEIS/SEISIN
3720,MONIC,A,ANOMIC/MANIOC
3718,CUBIT,S,CUBIST/CUBITS
3710,NETTA/TANTE,P,PATENT/PATTEN
3708,OUNCE,S,OUNCES
3708,ALIEN/LIANE,F,FINALE
3708,AXING,U,GUANXI
3708,FINAL,E,FINALE
3708,MANIC,O,ANOMIC/MANIOC
3708,PASTS/SPATS,A,PASTAS
3706,BAZOO,M,BAZOOM
3703,DONAH,C,DONCHA
3702,ADDLE,E,LEADED
3702,DOORS/ROODS,M,DROMOS
3700,MOUTH,Y,MOUTHY
3700,KITED,T,KITTED
3698,MINIM,A,MINIMA
3697,TRUER,G,GURTER
3696,VIGIL,S,VIGILS
3696,VARUS,E,SUAVER
3694,INURE/URINE,J,INJURE
3692,CUSPS,A,SCAUPS
3690,TASCA,B,TABACS
3690,DORMS,O,DROMOS
3690,HALED/HEALD,U,HAULED
3686,TUPIK,S,TUPIKS
3686,PUPAL,E,PAPULE
3684,PEGOS,L,GOSPEL
3684,HAARS,I,SHARIA
3684,SUEDE,Q,SQUEED
3682,THEBE,S,BEHEST
3682,GRIME,M,GIMMER/MEGRIM
3682,NOVAE,L,NOVELA
3676,PRANA,J,PRAJNA
3674,FLAIL,I,FILIAL
3672,FRORE,O,REROOF/ROOFER
3672,HAIRS,A,SHARIA
3672,INNER/RENIN,N,RENNIN
3672,LIMES/MILES/SLIME/SMILE,O,MOLIES
3672,LIMOS/MOILS,E,MOLIES
3672,LISTS/SILTS/SLITS,U,SLUITS
3672,LUSTS/SLUTS,I,SLUITS
3672,MOLES,I,MOLIES
3672,PASTS/SPATS,U,STUPAS
3671,ANCON/CANON,T,CANNOT/CANTON
3668,FONDU/FOUND,L,UNFOLD
3668,PANTO,M,POTMAN/TAMPON/TOPMAN
3667,GARBO/GOBAR,E,AGBERO/BORAGE
3666,KRAAL,E,KARELA
3666,NASHO/NOAHS,S,NASHOS
3664,PAPAD,S,PAPADS
3662,ABUTS/TABUS/TSUBA/TUBAS,S,TSUBAS
3661,APPLE,U,PAPULE
3661,INSPO/OPSIN/PIONS,R,ORPINS/PORINS/PRIONS/PRISON
3660,SAFES,T,FEASTS/FESTAS/SAFEST
3658,TITIN,W,NITWIT
3657,HAVES/SHAVE,E,HEAVES/HEVEAS/SHEAVE
3656,THEME,N,HETMEN
3656,FORDO,X,OXFORD
3655,WHODA,S,SHADOW
3654,OUNCE,R,CONURE
3654,ARETE/EATER,C,CREATE/ECARTE
3654,CARET/CARTE/CATER/CRATE/REACT/RECTA/TRACE,E,CREATE/ECARTE
3654,DROME,R,DORMER
3654,EUROS/ROUES/ROUSE,G,GROUSE/ROGUES/ROUGES/RUGOSE
3654,GOERS/GORES/GORSE/OGRES/REGOS,U,GROUSE/ROGUES/ROUGES/RUGOSE
3654,LAKER,A,KARELA
3654,ORMER/ROMER,D,DORMER
3654,SNASH,O,NASHOS
3654,SURGE/URGES,O,GROUSE/ROGUES/ROUGES/RUGOSE
3651,SUNUP,S,SUNUPS
3650,BEISA,B,BABIES
3648,KUDUS,O,SUDOKU
3648,SNOOD,S,SNOODS
3646,GALVO,T,GATVOL
3643,EQUAL/QUALE,P,PLAQUE
3642,GREBO,A,AGBERO/BORAGE
3636,CANTO,T,OCTANT
3636,GELES/GLEES/LEGES,B,GLEBES
3636,INROS/IRONS/NOIRS/NORIS/ROSIN,P,ORPINS/PORINS/PRIONS/PRISON
3636,NONIS,I,INIONS
3635,KUDOS,U,SUDOKU
3633,VICAR,A,CAVIAR
3632,ENSUE/UNSEE,V,VENUES
3626,GADID,N,ADDING
3626,KIASU/KUIAS,M,UMIAKS
3626,KUMIS,A,UMIAKS
3622,ALIAS,M,LAMIAS/SALAMI
3618,DEIST/DIETS/EDITS/SITED/STIED/TIDES,I,TIDIES
3618,LATTE,W,WATTLE
3618,MANOR/MORAN/ROMAN,E,MOANER/MORENA
3618,NAMER/RAMEN/REMAN,O,MOANER/MORENA
3611,CRUOR,S,CURSOR
3608,CUPPA,S,CUPPAS
3600,GORED,L,GOLDER/LODGER
3600,KALAS/LAKSA,O,KOALAS
3600,KOLAS/SKOAL/SLOKA,A,KOALAS
3600,LODGE/OGLED,R,GOLDER/LODGER
3600,OLDER,G,GOLDER/LODGER
3600,ROAST/ROTAS/SORTA,X,STORAX
3600,ZINES,I,SEIZIN
3596,LOVAT,G,GATVOL
3596,LOVAT,R,VORTAL
3595,GOONS,P,PONGOS
3591,MUSOS/SUMOS,P,POSSUM
3590,BATOS/BOAST/BOATS/SABOT/TABOS,J,JABOTS
3589,AIDES/ASIDE/IDEAS,B,ABIDES/BIASED
3589,GUESS,T,GUESTS/GUSSET
3588,DONOR/RONDO,G,DRONGO
3583,WADAS,L,DWAALS
3582,COIGN/INCOG,I,CONGII
3581,OKIES,M,SMOKIE
3579,TIGER,F,REGIFT
3576,ABACA,N,CABANA
3576,GUSTS,E,GUESTS/GUSSET
3576,SASIN,E,ANISES/SANIES/SANSEI/SASINE
3574,SPUME,S,SPUMES
3572,LLANO,P,POLLAN
3572,LUPUS,O,LUPOUS
3570,NONET/TENON/TONNE,W,NEWTON
3568,VOICE,R,VOICER
3567,HAICK,O,KOCHIA
3564,BASED/BEADS,I,ABIDES/BIASED
3564,BIDES,A,ABIDES/BIASED
3564,DEEDS,E,DESEED/SEEDED
3564,EXECS,I,EXCISE
3564,GENIP,I,PIEING
3564,MAKIS,U,UMIAKS
3564,SENSA,I,ANISES/SANIES/SANSEI/SASINE
3564,SINES,A,ANISES/SANIES/SANSEI/SASINE
3562,HEIGH,T,EIGHTH/HEIGHT
3560,FOIST/TIFOS,M,MOTIFS
3558,ERUVS,A,SUAVER
3558,TOLAR,V,VORTAL
3554,LORIS/ROILS,Y,ROSILY
3553,ANCHO/NACHO,D,DONCHA
3553,SWAIN/WAINS,S,SWAINS
3552,SILOS/SOILS,D,SOLIDS
3552,TABAC,S,TABACS
3548,MOIST/MOITS/OMITS,F,MOTIFS
3546,ALAPS/LAPAS,M,LAMPAS/PLAMAS/PLASMA
3546,AMLAS/LAMAS/MALAS,P,LAMPAS/PLAMAS/PLASMA
3546,AVERS/RAVES/SAVER,U,SUAVER
3546,LAMPS/PALMS/PLASM/PSALM,A,LAMPAS/PLAMAS/PLASMA
3546,SMITH,I,ISTHMI/MISHIT
3544,NEPER/PREEN,G,PENGER
3544,MIKES,O,SMOKIE
3540,SASIN,W,SWAINS
3538,ULNAE,B,NEBULA/UNABLE
3538,SUINT/UNITS,F,UNFITS
3536,TAMAS,M,TSAMMA
3536,MULLA,I,ALLIUM
3534,NAIRA,C,ACINAR/ARNICA/CARINA/CRANIA
3534,NAIRA,K,KINARA/KIRANA
3534,AXION,S,AXIONS
3533,DUFUS,N,FUNDUS
3533,NONCE,I,CONNIE/NEONIC
3532,HEAVE/HEVEA,D,HEAVED
3532,COLZA,O,ZOCALO
3528,BAUDS/DAUBS,R,ABSURD
3528,DOCUS/DUCOS/SCUDO,R,CRUDOS
3528,BINDS,I,BINDIS
3528,CAPER/CRAPE/PACER/RECAP,R,CARPER
3528,CARER/RACER,P,CARPER
3528,DREED/REDED,E,REEDED
3528,HOKIS/SHIOK,I,HIKOIS
3528,LAIRY/RIYAL,I,AIRILY
3528,PARER/RAPER,C,CARPER
3528,SWANS,I,SWAINS
3524,LEVEE,S,LEVEES/SLEEVE
3523,DICED,E,DECIDE
3522,RUSTS/TRUSS,I,TSURIS
3518,POISE,P,POPSIE
3517,SOUGH,S,SOUGHS
3517,DEMOB,C,COMBED
3516,GRIFT,E,REGIFT
3513,FIXIT,S,FIXITS
3512,GOUTY/GUYOT,R,YOGURT
3512,REORG/ROGER,S,REORGS/ROGERS
3512,STOAT/TOAST,C,COTTAS
3512,TITLE,V,VITTLE
3510,ALBUM,I,LABIUM
3510,LATKE,U,AUKLET
3510,LIMBA,U,LABIUM
3510,MIAUL,B,LABIUM
3510,PATEN,T,PATENT/PATTEN
3510,STIRS,U,TSURIS
3510,TALUK,E,AUKLET
3508,EAGLE,D,EAGLED
3507,MAUDS,R,MUDRAS
3504,COMBE,D,COMBED
3504,OILED/OLDIE,L,OLLIED
3502,ELIDE,Y,EYELID
3502,OUSTS,B,TSUBOS
3498,BURRO,W,BURROW
3498,AUGHT,K,GUTKHA
3495,MURAL,A,ALARUM
3492,GOODS,N,GODSON
3492,DUNAM/MAUND,H,NUMDAH
3492,HUMAN,D,NUMDAH
3492,BARGE,O,AGBERO/BORAGE
3492,HOICK,A,KOCHIA
3492,RELET,L,RETELL/TELLER
3492,TALUK,A,TALUKA
3490,BOUTS/TSUBO,S,TSUBOS
3490,EQUES/SQUEE,L,SEQUEL
3490,TOKEN,N,NEKTON
3488,ABBES/BABES,I,BABIES
3488,VINOS,I,VISION
3486,GRIPE,S,GRIPES
3486,PIKER,O,POKIER
3486,POKER,I,POKIER
3485,NOYAU,X,NOYAUX
3484,SALAS/SALSA,I,ASSAIL
3480,UNMAN,S,UNMANS
3478,ROOFS,L,FLOORS
3477,UNARM,T,ANTRUM
3474,COURT,E,CROUTE
3474,MIAUL,L,ALLIUM
3474,OWING,E,WIGEON
3472,UNITE/UNTIE,Q,QUINTE
3470,ALARM/MALAR/RAMAL,U,ALARUM
3470,SORER,L,SORREL
3466,CAROB/COBRA,M,CRAMBO
3465,FEINT,C,INFECT
3464,YIELD/YLIDE,E,EYELID
3463,EQUAL/QUALE,E,QUELEA
3460,ATTIC/TACIT,C,TACTIC
3460,CEDED,I,DECIDE
3460,MEETS/METES/TEEMS,S,TMESES
3458,FOYER,B,FORBYE
3457,DURAS,M,MUDRAS
3457,MUDRA,S,MUDRAS
3456,OUNCE,J,JOUNCE
3456,SAUTE,T,ASTUTE/STATUE
3456,APTER/PATER/PEART/PRATE/REPAT/TAPER,E,EPATER/REPEAT
3456,ARETE/EATER,P,EPATER/REPEAT
3456,MOKES/SMOKE,I,SMOKIE
3456,PADEL/PALED/PEDAL/PLEAD,E,LEAPED/PEALED
3456,PAIRS,X,PRAXIS
3456,PETER,A,EPATER/REPEAT
3456,SKIMO,E,SMOKIE
3456,TURON,D,ROTUND
3450,AFRIT/FRITA/IFTAR/TRAIF/TRIFA,Y,RATIFY
3448,SEEMS/SEMES,T,TMESES
3442,FICUS,H,FICHUS
3442,MACHO/MOCHA,R,CHROMA/MORCHA
3438,COOED,L,COOLED
3438,COMBS,I,COMBIS
3438,TASTY,O,TOASTY
3438,THANG,U,NAUGHT
3434,ADMAN/DAMNA,E,MAENAD
3434,HEDER,A,ADHERE/HEADER
3434,ILEAL,F,FAILLE
3433,FETCH,I,FETICH/FITCHE
3433,FIRRY,A,FRIARY/RARIFY
3431,PUPIL,T,PULPIT
3430,ABEER,R,BEARER
3428,IRONY,S,ROSINY
3428,PAPIS/PIPAS,T,PAPIST
3428,GESSO/SEGOS,R,OGRESS
3427,AMPED,D,DAMPED
3423,COGON,I,COOING
3422,FELLA,I,FAILLE
3422,FLAIL,E,FAILLE
3422,VOBLA,A,LAVABO
3420,DIOCH,R,ORCHID
3420,DRAFF,O,AFFORD
3420,LAPSE/LEAPS/PALES/PEALS/PLEAS/SALEP/SEPAL,U,PELAUS
3420,LORES/LOSER/ORLES/ROLES/SOREL,R,SORREL
3420,PULAS,E,PELAUS
3420,PULES/PULSE,A,PELAUS
3418,FACET,F,AFFECT
3418,IMPED,W,WIMPED
3416,MOPEY/MYOPE,S,MYOPES
3414,BUSAA,C,ABACUS
3414,BUSTS/STUBS,O,TSUBOS
3412,MOUTH,S,MOUTHS
3412,LENES,W,NEWELS
3408,NONNA,S,NONNAS
3406,BOURN,N,UNBORN
3404,HOOEY,L,HOOLEY
3402,GLOAT,S,GLOATS
3402,GORAS,C,CARGOS
3402,POONS/SNOOP/SPOON,S,SNOOPS/SPOONS
3402,STOBS,U,TSUBOS
3400,OASTS/STOAS/TASSO/TOSAS,C,ASCOTS/COASTS/COSTAS
3396,ASSES,G,GASSES
3396,LASSI/SAILS/SISAL,A,ASSAIL
3394,GAUNT/UNTAG,S,UNTAGS
3392,WEEIS,N,NEWIES/NEWSIE
3391,LOGES/OGLES,M,GOLEMS
3390,COMMA,S,COMMAS
3390,YAMPA,S,YAMPAS
3388,TACET,L,CATTLE
3388,COSES,M,COMESS
3386,TRUED,G,TRUDGE
3384,DHABA,S,DHABAS
3384,RODEO,V,OVERDO
3384,ADEPT/TAPED,P,TAPPED
3384,ADMEN/AMEND/MANED/NAMED,A,MAENAD
3384,BLUET,U,TUBULE
3384,EARED,H,ADHERE/HEADER
3384,GALIS/SIGLA,C,GLACIS
3384,GASES/SAGES,S,GASSES
3384,HARED/HEARD,E,ADHERE/HEADER
3384,LAICS,G,GLACIS
3384,LOUPS,U,LUPOUS
3384,STILT/TILTS,U,LUTIST
3383,ETHIC,F,FETICH/FITCHE
3383,MEMES,F,FEMMES
3382,ERUPT/PUTER,T,PUTTER
3375,RHINO,S,RHINOS
3370,LAZAR,S,LAZARS
3368,SABRA,I,ARABIS/BRAAIS
3366,LOOEY,H,HOOLEY
3366,TACAN,P,CAPTAN/CATNAP
3366,ALUMS/LUMAS/MAULS,I,MIAULS/SALUMI
3366,GLOMS,E,GOLEMS
3366,MAILS/MALIS/SALMI,U,MIAULS/SALUMI
3366,MIAUL,S,MIAULS/SALUMI
3366,MOLES,G,GOLEMS
3366,SIMUL,A,MIAULS/SALUMI
3365,WHEEN,P,NEPHEW
3362,JOINT,S,JOINTS
3360,NOPAL,L,POLLAN
3359,QUINE,C,CINQUE/QUINCE
3358,CHOAD,R,CHADOR
3358,FAIRS,L,FLAIRS/FRAILS
3357,NEONS/NONES/ONSEN,T,NONETS/SONNET/TENONS/TENSON/TONNES
3355,DEFOG,R,FORGED
3355,FAIRY,M,RAMIFY
3354,CHAIR,E,ACHIER/CAHIER
3351,PISCO,S,PISCOS
3351,BOZOS,A,BAZOOS
3351,ENROL/LONER,B,NOBLER
3351,TURNT,A,TRUANT
3350,IMLIS,T,LIMITS
3348,BALOT/BLOAT,E,BOATEL/LOBATE/OBLATE
3348,BLEAT/TABLE,O,BOATEL/LOBATE/OBLATE
3348,BOTEL,A,BOATEL/LOBATE/OBLATE
3348,COIGN/INCOG,O,COOING
3348,MINER,O,MERINO/MORINE/NORMIE
3348,MINOR,E,MERINO/MORINE/NORMIE
3348,STEMS,E,TMESES
3344,DURUM,M,RUMDUM
3342,BARER/BARRE/REBAR,E,BEARER
3342,ISSUE,T,SUITES/TISSUE
3340,TULLE,G,GULLET
3338,PROAS,H,PHAROS/PHASOR
3338,COMES,S,COMESS
3338,NOBLE,R,NOBLER
3337,RUINS,G,UNRIGS
3334,ANENT,T,TENANT
3333,BORIC/CRIBO,E,CORBIE
3332,UTTER,P,PUTTER
3330,BEGAT,L,GABLET
3330,GODLY,A,DAYGLO
3330,MISOS,G,GISMOS
3330,SITES/STIES,U,SUITES/TISSUE
3330,SMOGS,I,GISMOS
3329,GRIEF,T,REGIFT
3328,LOOSE/OLEOS,Y,LOOEYS
3326,JAPAN,R,PRAJNA
3324,EMMER,F,FEMMER
3324,MANNA,A,MANANA
3320,BARFI,C,FABRIC
3320,DOSES,W,DOWSES
3320,UNITY,D,NUDITY/UNTIDY
3319,GENRE/GREEN,P,PENGER
3315,UNLET,R,RUNLET
3312,CROUP/CUPRO,Y,CROUPY
3312,ASCOT/COAST/COATS/COSTA/TACOS,S,ASCOTS/COASTS/COSTAS
3312,BERKO/BOREK/BROKE,E,REEBOK
3312,CASTS/SCATS,O,ASCOTS/COASTS/COSTAS
3312,COSTS/SCOTS,A,ASCOTS/COASTS/COSTAS
3312,FIFER,I,IFFIER
3311,CEPES,L,CLEPES
3304,DENES/DENSE/NEEDS,S,SENSED
3301,DEFOG,G,FOGGED
3300,BEVAN,S,BEVANS
3300,FUZES,T,FUTZES
3296,UNZIP,S,UNZIPS
3296,MOMOS,I,SIMOOM
3294,STATE/TASTE/TEATS/TESTA,U,ASTUTE/STATUE
3294,TUTES,A,ASTUTE/STATUE
3292,SEEDS,N,SENSED
3286,TAIKO,W,KWAITO
3286,LOOIE,S,LOOIES/LOOSIE
3284,CONEX,I,EXONIC
3284,MANEB,R,BARMEN
3283,CENTO/CONTE,I,NOETIC/NOTICE
3283,FAIRY,R,FRIARY/RARIFY
3283,FITCH,E,FETICH/FITCHE
3280,PILAF,F,PILAFF
3280,VODOU,U,VOUDOU
3280,CUTEY,S,CUTESY/CUTEYS
3280,MEMOS,D,MODEMS
3280,MEMOS,I,MIMEOS
3278,BAIZA,S,BAIZAS
3276,NAPPE,S,NAPPES
3276,BONER/BORNE,L,NOBLER
3274,EGEST,R,EGRETS/GREETS
3274,COTTA,S,COTTAS
3274,SAMEY/SEAMY,T,MATEYS/MAYEST/STEAMY
3274,YEAST,M,MATEYS/MAYEST/STEAMY
3270,PEGOS,D,PODGES
3270,FLOES,G,FOGLES
3270,ONTIC/TONIC,E,NOETIC/NOTICE
3268,BERET,L,BELTER/TREBLE
3266,FICHU,S,FICHUS
3261,SOLEI,O,LOOIES/LOOSIE
3259,SOUSE,R,ROUSES/SEROUS
3258,GOODS,G,DOGGOS
3258,NIDUS,H,HUNDIS
3258,BAILE,A,ABELIA
3258,DIRAM,H,DIRHAM
3254,ETUIS/SUITE,L,TUILES/UTILES
3254,SENES/SENSE,D,SENSED
3250,CIVIL,A,CLIVIA
3250,TUILE/UTILE,R,RUTILE
3248,OUTER/OUTRE/ROUTE/RUOTE,Q,ROQUET/TORQUE
3247,AIDES/ASIDE/IDEAS,D,ADDIES
3246,BEEFY,L,FEEBLY
3246,BIMAH,R,MIHRAB
3244,CORSO,E,CROESO/ROSCOE
3240,LOOEY,S,LOOEYS
3240,CRAGS/SCRAG,O,CARGOS
3240,ORCAS/OSCAR,G,CARGOS
3240,TUNER,L,RUNLET
3240,VAILS/VIALS,U,VISUAL
3237,KLUGE/KUGEL,S,KLUGES/KUGELS
3236,TEPID,H,PITHED
3234,MULCT,A,TALCUM
3232,MOTTO,S,MOTTOS
3229,RISER,N,RINSER
3228,ELATE,G,EAGLET/LEGATE
3228,ELATE,S,AESTEL/ELATES/STELAE/TEASEL
3226,GOUTS/GUSTO,H,OUGHTS/SOUGHT/TOUGHS
3226,GLOZE,D,GLOZED
3222,FASTS,E,FEASTS/FESTAS/SAFEST
3222,TACAN,F,CAFTAN
3222,AMBER/BREAM,N,BARMEN
3222,BRANE,M,BARMEN
3222,FLUES/FUELS,U,USEFUL
3222,NAMER/RAMEN/REMAN,B,BARMEN
3222,SIDED,A,ADDIES
3216,CHIME/HEMIC,D,CHIMED
3216,GROSS,E,OGRESS
3216,PUNCH,A,PAUNCH
3214,FAKES,T,FAKEST
3212,OUTER/OUTRE/ROUTE/RUOTE,C,CROUTE
3211,RUINS,E,INSURE/INURES/NURSIE/URSINE
3208,PHONO,N,PHONON
3206,HOOEY,P,PHOOEY
3204,PUNIM,G,IMPUGN
3204,CAROM/MACRO,H,CHROMA/MORCHA
3204,PAWNS/SPAWN,O,POWANS
3204,REFIT/TREIF,G,REGIFT
3204,SENDS/SNEDS,E,SENSED
3201,ARSON/ROANS/SONAR,P,APRONS/PARSON/SANPRO
3191,SOUPS,M,POSSUM
3188,EASEL/LEASE,S,EASELS/LEASES
3186,UVULA,E,UVULAE
3186,MATES/MEATS/METAS/STEAM/TAMES/TEAMS,Y,MATEYS/MAYEST/STEAMY
3186,MAYST,E,MATEYS/MAYEST/STEAMY
3186,PEELS/PELES/SLEEP,C,CLEPES
